# hbm_bytes per cuDF call, from an Nsight capture with GPU metrics on.
# The coordinates are records.tsv's, and joining on all of them is the point:
#   this file's TIMES are not usable — a capture costs the query ~7%, a heavy
#   scan ~11% — so it carries traffic, and the times come from a clean run.
# device_busy_us/device_idle_us are here as a READING of this capture, not as
#   a measurement to fit: idle inside a call is the device waiting through the
#   host prologue, and it says whether a thin sample count is a short call or
#   a stalled one.
# samples = GPU metric samples inside the call. Under ~10 the integral is an
#   estimate from too few points; the fit should weight or drop those rows.
dataset	sf	query	mode	node_seq	node_type	lane	recipe_seq	recipe_kind	call_index	run_index	hbm_read_bytes	hbm_write_bytes	hbm_bytes	samples	device_busy_us	device_idle_us
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	1	0	0	0	1	1	11
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	1	0	0	0	0	5	24
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	1	7200000	2400000	9600000	6	46	226
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	1	0	0	0	0	1	13
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	1	0	0	0	0	1	16
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	1	12000000	12000000	24000000	5	56	211
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	1	2400000	0	2400000	1	1	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	1	7200000	9600000	16800000	5	46	217
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	1	0	0	0	0	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	1	0	9600000	9600000	5	45	207
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	1	0	0	0	1	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	1	4800000	7200000	12000000	5	46	211
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	1	117600000	124800000	242400000	13	248	370
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	1	84000000	96000000	180000000	11	245	328
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	1	108000000	115200000	223200000	12	245	332
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	1	84000000	98400000	182400000	11	246	326
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	1	1224000000	621600000	1845600000	35	1173	590
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	1	1238400000	628800000	1867200000	35	1180	554
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	1	1214400000	621600000	1836000000	34	1174	529
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	1	1231200000	628800000	1860000000	34	1183	547
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	1	1795200000	2707200000	4502400000	1042	28992	23127
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	1	1836000000	2632800000	4468800000	1043	28996	23135
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	1	1780800000	2772000000	4552800000	1041	28922	23132
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	1	1795200000	2750400000	4545600000	1042	28923	23184
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	2	0	0	0	0	1	11
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	2	0	0	0	0	5	25
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	2	9600000	7200000	16800000	6	46	214
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	2	0	0	0	0	1	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	2	0	0	0	0	1	16
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	2	12000000	12000000	24000000	5	56	212
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	2	2400000	2400000	4800000	1	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	2	12000000	9600000	21600000	5	47	212
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	2	0	0	0	0	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	2	9600000	7200000	16800000	5	46	207
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	2	0	0	0	0	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	2	7200000	7200000	14400000	6	46	208
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	2	122400000	132000000	254400000	13	248	375
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	2	72000000	88800000	160800000	11	247	339
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	2	115200000	120000000	235200000	12	246	320
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	2	84000000	93600000	177600000	11	249	335
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	2	1219200000	628800000	1848000000	36	1172	607
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	2	1236000000	621600000	1857600000	35	1183	543
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	2	1216800000	621600000	1838400000	34	1171	530
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	2	1236000000	626400000	1862400000	34	1180	532
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	2	1773600000	2493600000	4267200000	1041	28966	23086
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	2	1836000000	2584800000	4420800000	1044	29011	23214
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	2	1783200000	2500800000	4284000000	1039	28913	23082
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	2	1780800000	2584800000	4365600000	1041	28928	23149
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	3	0	0	0	0	1	10
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	3	0	0	0	0	5	24
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	3	4800000	9600000	14400000	5	46	213
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	3	2400000	0	2400000	1	1	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	3	2400000	2400000	4800000	1	1	15
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	3	12000000	9600000	21600000	5	55	210
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	3	0	0	0	0	1	11
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	3	7200000	4800000	12000000	6	47	214
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	3	0	0	0	0	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	3	2400000	2400000	4800000	5	47	209
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	3	0	0	0	0	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	3	7200000	7200000	14400000	6	46	211
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	3	120000000	129600000	249600000	13	247	370
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	3	76800000	93600000	170400000	11	245	330
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	3	127200000	134400000	261600000	12	245	323
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	3	67200000	84000000	151200000	11	249	334
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	3	1209600000	621600000	1831200000	36	1174	619
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	3	1233600000	626400000	1860000000	35	1182	544
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	3	1212000000	621600000	1833600000	34	1171	544
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	3	1228800000	619200000	1848000000	34	1181	530
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	3	1764000000	2524800000	4288800000	1042	28992	23109
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	3	1963200000	2793600000	4756800000	1045	29004	23208
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	3	1747200000	2508000000	4255200000	1042	28911	23184
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	3	1840800000	2834400000	4675200000	1044	28926	23272
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	4	0	0	0	0	1	11
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	4	0	0	0	1	5	26
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	4	4800000	2400000	7200000	5	46	219
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	4	0	0	0	1	1	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	4	2400000	2400000	4800000	1	1	18
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	4	9600000	9600000	19200000	5	55	207
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	4	0	0	0	0	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	4	2400000	4800000	7200000	5	46	212
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	4	2400000	0	2400000	1	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	4	7200000	4800000	12000000	5	46	213
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	4	0	0	0	0	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	4	0	2400000	2400000	5	46	210
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	4	69600000	84000000	153600000	12	246	379
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	4	115200000	117600000	232800000	12	245	337
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	4	81600000	98400000	180000000	11	246	328
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	4	98400000	108000000	206400000	12	248	336
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	4	1216800000	631200000	1848000000	35	1175	580
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	4	1243200000	619200000	1862400000	35	1186	545
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	4	1216800000	624000000	1840800000	34	1172	541
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	4	1255200000	645600000	1900800000	35	1184	533
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	4	1773600000	2676000000	4449600000	1047	29021	23347
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	4	1783200000	2604000000	4387200000	1044	28934	23291
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	4	1759200000	2558400000	4317600000	1041	28911	23148
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	4	1725600000	2520000000	4245600000	1048	28998	23410
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	5	0	0	0	0	1	11
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	5	0	0	0	0	5	24
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	5	4800000	0	4800000	6	46	222
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	5	0	0	0	0	1	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	5	2400000	2400000	4800000	1	1	16
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	5	12000000	12000000	24000000	5	55	213
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	5	0	0	0	0	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	5	7200000	9600000	16800000	5	47	213
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	5	0	0	0	0	0	13
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	5	9600000	4800000	14400000	5	47	212
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	5	0	0	0	0	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	5	14400000	14400000	28800000	6	46	216
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	5	72000000	91200000	163200000	12	247	381
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	5	115200000	124800000	240000000	12	246	331
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	5	81600000	98400000	180000000	11	247	328
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	5	98400000	110400000	208800000	12	247	330
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	5	1216800000	626400000	1843200000	35	1172	605
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	5	1245600000	628800000	1874400000	35	1180	545
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	5	1224000000	619200000	1843200000	34	1171	544
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	5	1255200000	648000000	1903200000	35	1181	534
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	5	1783200000	2534400000	4317600000	1044	28988	23218
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	5	1812000000	2649600000	4461600000	1044	28929	23291
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	5	1814400000	2556000000	4370400000	1046	28903	23381
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	5	1785600000	2635200000	4420800000	1046	28932	23388
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	6	0	0	0	1	1	11
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	6	0	0	0	1	5	24
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	6	7200000	4800000	12000000	5	46	220
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	6	0	0	0	0	1	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	6	0	0	0	0	1	17
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	6	12000000	14400000	26400000	6	55	215
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	6	0	0	0	0	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	6	4800000	4800000	9600000	5	47	215
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	6	0	0	0	0	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	6	12000000	7200000	19200000	6	46	209
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	6	0	0	0	0	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	6	9600000	7200000	16800000	5	46	211
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	6	76800000	93600000	170400000	12	247	387
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	6	96000000	108000000	204000000	12	245	334
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	6	115200000	117600000	232800000	12	246	339
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	6	84000000	96000000	180000000	12	245	338
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	6	1216800000	624000000	1840800000	36	1173	617
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	6	1243200000	628800000	1872000000	35	1186	540
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	6	1216800000	612000000	1828800000	34	1170	552
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	6	1252800000	648000000	1900800000	35	1184	532
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	6	1828800000	2728800000	4557600000	1044	29006	23171
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	6	1771200000	2577600000	4348800000	1046	28930	23359
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	6	1816800000	2815200000	4632000000	1044	28961	23212
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	6	1795200000	2750400000	4545600000	1044	28971	23252
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	7	0	0	0	0	1	12
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	7	0	0	0	1	5	27
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	7	9600000	2400000	12000000	5	45	222
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	7	0	0	0	1	1	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	7	0	0	0	0	1	18
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	7	9600000	12000000	21600000	5	55	208
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	7	2400000	2400000	4800000	1	1	14
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	7	9600000	7200000	16800000	5	47	216
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	7	0	0	0	0	1	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	7	9600000	12000000	21600000	5	46	215
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	7	2400000	2400000	4800000	1	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	7	4800000	4800000	9600000	5	45	220
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	7	110400000	120000000	230400000	13	249	380
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	7	79200000	91200000	170400000	11	248	337
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	7	110400000	122400000	232800000	12	245	327
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	7	86400000	93600000	180000000	11	248	326
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	7	1212000000	616800000	1828800000	36	1171	620
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	7	1238400000	624000000	1862400000	35	1180	563
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	7	1209600000	616800000	1826400000	34	1170	545
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	7	1243200000	631200000	1874400000	35	1183	556
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	7	1819200000	2522400000	4341600000	1048	28964	23412
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	7	1802400000	2580000000	4382400000	1048	28939	23490
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	7	1831200000	2546400000	4377600000	1046	28977	23369
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	7	1778400000	2551200000	4329600000	1054	28976	23725
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	8	0	0	0	0	1	13
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	8	0	0	0	0	5	26
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	8	0	2400000	2400000	6	46	222
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	8	0	0	0	0	1	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	8	0	0	0	0	1	17
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	8	12000000	14400000	26400000	6	56	214
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	8	0	0	0	0	0	13
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	8	12000000	4800000	16800000	5	47	215
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	8	0	0	0	1	1	11
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	8	2400000	4800000	7200000	5	46	218
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	8	0	0	0	0	0	11
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	8	2400000	7200000	9600000	6	46	215
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	8	84000000	98400000	182400000	12	245	379
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	8	115200000	117600000	232800000	12	247	324
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	8	81600000	103200000	184800000	11	245	316
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	8	100800000	105600000	206400000	12	247	334
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	8	1212000000	626400000	1838400000	36	1172	623
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	8	1231200000	626400000	1857600000	34	1177	552
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	8	1224000000	621600000	1845600000	34	1169	534
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	8	1250400000	643200000	1893600000	35	1179	543
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	8	1800000000	2541600000	4341600000	1050	28988	23549
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	8	1896000000	2724000000	4620000000	1050	28948	23547
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	8	1740000000	2505600000	4245600000	1049	28950	23516
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	8	1783200000	2805600000	4588800000	1053	28999	23665
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	9	0	0	0	0	1	11
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	9	0	0	0	0	5	26
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	9	7200000	9600000	16800000	6	45	218
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	9	0	0	0	0	1	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	9	0	0	0	0	1	16
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	9	12000000	14400000	26400000	6	56	213
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	9	0	0	0	0	1	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	9	7200000	7200000	14400000	5	46	214
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	9	0	0	0	1	1	20
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	9	4800000	7200000	12000000	5	46	217
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	9	0	0	0	0	0	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	9	9600000	4800000	14400000	5	45	205
