# peacockdb cost-model calibration record. One row per timed region — per
# (node, output partition), not per node: the partitioned branches time each partition
# separately, and a hash repartition bills its shared concat+scatter prologue to p0.
# The partition is not a column: a node's regions are written consecutively, p0 first.
# A benchmark executes its plan several times and writes EVERY measured execution, in
#   the order they ran; the .benchmark.txt beside it reports one chosen run instead. So
#   the same (query, label, node_seq) recurs, and a repeat of the root's node_seq is
#   where one execution's rows end. Spread across those repeats is data, not noise.
# ONE FILE IS ONE RUN. The `# run:` lines below hold what is constant across it, and
#   each of them changes what the microseconds MEAN — so appending a run that disagrees
#   with them is refused rather than merged.
# source = which engine produced the row. peacockdb pays a host prologue that bare cuDF
#   has no analogue for; that difference is what const_peacock is fitted to, so rows
#   from the two sources are not interchangeable.
# node_type = the plan node's name. Its cost CATEGORY is deliberately not a column: it
#   is a lookup in cost_model.conf, which changes on its own, and a column would freeze
#   the taxonomy as it stood when the rows were written. The writer still refuses to
#   emit a node type the taxonomy does not bin.
# peacock_host_us = host time before the region's first device touch.
# cudf_host_us = host time from that touch to the end of the region. Under
#   timing_mode=sync it CONTAINS the device execution and device_us is 0; under events
#   it does not. Not launch cost in either mode — cuDF and rmm synchronize internally.
# device_us = between the region's CUDA events. events mode only.
# wall_us = peacock_host_us + cudf_host_us, the host side of the region.
# cuda_bytes = the bytes this region's category is charged for; the regressor. Equal to
#   out_bytes on the peacockdb source, the mapped call's bytes on the bare-cuDF one.
# in_rows/in_bytes = summed over ALL children, unlike the .cpu.txt golden, which
#   renders the first child's.
# hbm_bytes is NOT here: it comes from Nsight and joins on (query, node_seq).
# run: timing_mode=events
# run: build_profile=benchmarks opt-level=3
# run: allocator=rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
source	dataset	sf	query	label	node_seq	node_type	in_rows	in_bytes	out_rows	out_bytes	cuda_bytes	peacock_host_us	cudf_host_us	device_us	wall_us
peacockdb	tpch	40	q16	full_table-tp1-full	5	GpuCoalesceBatchesExec	1188085	58316619	1188085	58316619	58316619	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	4	GpuFilterExec	8000000	392800366	1188085	58316619	58316619	2	2552	2552	2554
peacockdb	tpch	40	q16	full_table-tp1-full	3	GpuScanExec	0	0	8000000	392800366	392800366	1	44306	44305	44307
peacockdb	tpch	40	q16	full_table-tp1-full	6	GpuScanExec	0	0	32000000	520000000	520000000	2	55688	55687	55690
peacockdb	tpch	40	q16	full_table-tp1-full	15	GpuSortExec	27840	1366568	27840	1366568	1366568	1	1820	1819	1821
peacockdb	tpch	40	q16	full_table-tp1-full	14	GpuProjectExec	27840	1366568	27840	1366568	1366568	0	117	116	117
peacockdb	tpch	40	q16	full_table-tp1-full	13	GpuAggregateExec	4748971	233101167	27840	1366568	1366568	1	1385	1384	1386
peacockdb	tpch	40	q16	full_table-tp1-full	12	GpuAggregateExec	4749990	233151175	4748971	233101167	233101167	2	3236	3266	3238
peacockdb	tpch	40	q16	full_table-tp1-full	11	GpuCoalesceBatchesExec	4749990	233151175	4749990	233151175	233151175	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	10	GpuHashJoinExec	4752537	233268049	4749990	233151175	233151175	1	1933	1938	1934
peacockdb	tpch	40	q16	full_table-tp1-full	2	GpuCoalesceBatchesExec	197	1601	197	1601	1601	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	1	GpuFilterExec	400000	29891923	197	1601	1601	1	475	474	476
peacockdb	tpch	40	q16	full_table-tp1-full	0	GpuScanExec	0	0	400000	29891923	29891923	2	153240	153235	153242
peacockdb	tpch	40	q16	full_table-tp1-full	9	GpuProjectExec	4752340	233266448	4752340	233266448	233266448	0	274	284	274
peacockdb	tpch	40	q16	full_table-tp1-full	8	GpuCoalesceBatchesExec	4752340	233266448	4752340	233266448	233266448	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	7	GpuHashJoinExec	33188085	578316619	4752340	233266448	233266448	2	7367	7390	7369
peacockdb	tpch	40	q16	full_table-tp1-full	5	GpuCoalesceBatchesExec	1188085	58316619	1188085	58316619	58316619	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	4	GpuFilterExec	8000000	392800366	1188085	58316619	58316619	2	2536	2535	2538
peacockdb	tpch	40	q16	full_table-tp1-full	3	GpuScanExec	0	0	8000000	392800366	392800366	1	44176	44174	44177
peacockdb	tpch	40	q16	full_table-tp1-full	6	GpuScanExec	0	0	32000000	520000000	520000000	2	55681	55680	55683
peacockdb	tpch	40	q16	full_table-tp1-full	15	GpuSortExec	27840	1366568	27840	1366568	1366568	1	1829	1828	1830
peacockdb	tpch	40	q16	full_table-tp1-full	14	GpuProjectExec	27840	1366568	27840	1366568	1366568	0	117	116	117
peacockdb	tpch	40	q16	full_table-tp1-full	13	GpuAggregateExec	4748971	233101167	27840	1366568	1366568	1	1386	1385	1387
peacockdb	tpch	40	q16	full_table-tp1-full	12	GpuAggregateExec	4749990	233151175	4748971	233101167	233101167	2	3241	3271	3243
peacockdb	tpch	40	q16	full_table-tp1-full	11	GpuCoalesceBatchesExec	4749990	233151175	4749990	233151175	233151175	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	10	GpuHashJoinExec	4752537	233268049	4749990	233151175	233151175	1	1915	1920	1916
peacockdb	tpch	40	q16	full_table-tp1-full	2	GpuCoalesceBatchesExec	197	1601	197	1601	1601	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	1	GpuFilterExec	400000	29891923	197	1601	1601	1	475	475	476
peacockdb	tpch	40	q16	full_table-tp1-full	0	GpuScanExec	0	0	400000	29891923	29891923	2	153265	153260	153267
peacockdb	tpch	40	q16	full_table-tp1-full	9	GpuProjectExec	4752340	233266448	4752340	233266448	233266448	0	268	278	268
peacockdb	tpch	40	q16	full_table-tp1-full	8	GpuCoalesceBatchesExec	4752340	233266448	4752340	233266448	233266448	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	7	GpuHashJoinExec	33188085	578316619	4752340	233266448	233266448	2	7372	7393	7374
peacockdb	tpch	40	q16	full_table-tp1-full	5	GpuCoalesceBatchesExec	1188085	58316619	1188085	58316619	58316619	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	4	GpuFilterExec	8000000	392800366	1188085	58316619	58316619	2	2541	2540	2543
peacockdb	tpch	40	q16	full_table-tp1-full	3	GpuScanExec	0	0	8000000	392800366	392800366	1	44147	44145	44148
peacockdb	tpch	40	q16	full_table-tp1-full	6	GpuScanExec	0	0	32000000	520000000	520000000	2	55678	55676	55680
peacockdb	tpch	40	q16	full_table-tp1-full	15	GpuSortExec	27840	1366568	27840	1366568	1366568	1	1816	1815	1817
peacockdb	tpch	40	q16	full_table-tp1-full	14	GpuProjectExec	27840	1366568	27840	1366568	1366568	0	113	113	113
peacockdb	tpch	40	q16	full_table-tp1-full	13	GpuAggregateExec	4748971	233101167	27840	1366568	1366568	1	1388	1387	1389
peacockdb	tpch	40	q16	full_table-tp1-full	12	GpuAggregateExec	4749990	233151175	4748971	233101167	233101167	2	3233	3263	3235
peacockdb	tpch	40	q16	full_table-tp1-full	11	GpuCoalesceBatchesExec	4749990	233151175	4749990	233151175	233151175	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	10	GpuHashJoinExec	4752537	233268049	4749990	233151175	233151175	0	1932	1937	1932
peacockdb	tpch	40	q16	full_table-tp1-full	2	GpuCoalesceBatchesExec	197	1601	197	1601	1601	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	1	GpuFilterExec	400000	29891923	197	1601	1601	1	473	472	474
peacockdb	tpch	40	q16	full_table-tp1-full	0	GpuScanExec	0	0	400000	29891923	29891923	2	153180	153175	153182
peacockdb	tpch	40	q16	full_table-tp1-full	9	GpuProjectExec	4752340	233266448	4752340	233266448	233266448	0	271	283	271
peacockdb	tpch	40	q16	full_table-tp1-full	8	GpuCoalesceBatchesExec	4752340	233266448	4752340	233266448	233266448	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	7	GpuHashJoinExec	33188085	578316619	4752340	233266448	233266448	2	7369	7390	7371
peacockdb	tpch	40	q16	full_table-tp1-full	5	GpuCoalesceBatchesExec	1188085	58316619	1188085	58316619	58316619	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	4	GpuFilterExec	8000000	392800366	1188085	58316619	58316619	2	2541	2540	2543
peacockdb	tpch	40	q16	full_table-tp1-full	3	GpuScanExec	0	0	8000000	392800366	392800366	1	44174	44172	44175
peacockdb	tpch	40	q16	full_table-tp1-full	6	GpuScanExec	0	0	32000000	520000000	520000000	2	55553	55552	55555
peacockdb	tpch	40	q16	full_table-tp1-full	15	GpuSortExec	27840	1366568	27840	1366568	1366568	1	1821	1820	1822
peacockdb	tpch	40	q16	full_table-tp1-full	14	GpuProjectExec	27840	1366568	27840	1366568	1366568	0	116	115	116
peacockdb	tpch	40	q16	full_table-tp1-full	13	GpuAggregateExec	4748971	233101167	27840	1366568	1366568	1	1383	1382	1384
peacockdb	tpch	40	q16	full_table-tp1-full	12	GpuAggregateExec	4749990	233151175	4748971	233101167	233101167	2	3261	3292	3263
peacockdb	tpch	40	q16	full_table-tp1-full	11	GpuCoalesceBatchesExec	4749990	233151175	4749990	233151175	233151175	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	10	GpuHashJoinExec	4752537	233268049	4749990	233151175	233151175	1	1937	1943	1938
peacockdb	tpch	40	q16	full_table-tp1-full	2	GpuCoalesceBatchesExec	197	1601	197	1601	1601	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	1	GpuFilterExec	400000	29891923	197	1601	1601	1	467	466	468
peacockdb	tpch	40	q16	full_table-tp1-full	0	GpuScanExec	0	0	400000	29891923	29891923	2	153169	153164	153171
peacockdb	tpch	40	q16	full_table-tp1-full	9	GpuProjectExec	4752340	233266448	4752340	233266448	233266448	0	271	281	271
peacockdb	tpch	40	q16	full_table-tp1-full	8	GpuCoalesceBatchesExec	4752340	233266448	4752340	233266448	233266448	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	7	GpuHashJoinExec	33188085	578316619	4752340	233266448	233266448	2	7352	7374	7354
peacockdb	tpch	40	q16	full_table-tp1-full	5	GpuCoalesceBatchesExec	1188085	58316619	1188085	58316619	58316619	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	4	GpuFilterExec	8000000	392800366	1188085	58316619	58316619	2	2538	2537	2540
peacockdb	tpch	40	q16	full_table-tp1-full	3	GpuScanExec	0	0	8000000	392800366	392800366	2	44257	44255	44259
peacockdb	tpch	40	q16	full_table-tp1-full	6	GpuScanExec	0	0	32000000	520000000	520000000	2	55557	55556	55559
peacockdb	tpch	40	q16	full_table-tp1-full	15	GpuSortExec	27840	1366568	27840	1366568	1366568	1	1827	1826	1828
peacockdb	tpch	40	q16	full_table-tp1-full	14	GpuProjectExec	27840	1366568	27840	1366568	1366568	0	119	119	119
peacockdb	tpch	40	q16	full_table-tp1-full	13	GpuAggregateExec	4748971	233101167	27840	1366568	1366568	1	1392	1391	1393
peacockdb	tpch	40	q16	full_table-tp1-full	12	GpuAggregateExec	4749990	233151175	4748971	233101167	233101167	2	3218	3249	3220
peacockdb	tpch	40	q16	full_table-tp1-full	11	GpuCoalesceBatchesExec	4749990	233151175	4749990	233151175	233151175	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	10	GpuHashJoinExec	4752537	233268049	4749990	233151175	233151175	1	1938	1943	1939
peacockdb	tpch	40	q16	full_table-tp1-full	2	GpuCoalesceBatchesExec	197	1601	197	1601	1601	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	1	GpuFilterExec	400000	29891923	197	1601	1601	1	480	479	481
peacockdb	tpch	40	q16	full_table-tp1-full	0	GpuScanExec	0	0	400000	29891923	29891923	2	153074	153068	153076
peacockdb	tpch	40	q16	full_table-tp1-full	9	GpuProjectExec	4752340	233266448	4752340	233266448	233266448	0	274	283	274
peacockdb	tpch	40	q16	full_table-tp1-full	8	GpuCoalesceBatchesExec	4752340	233266448	4752340	233266448	233266448	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	7	GpuHashJoinExec	33188085	578316619	4752340	233266448	233266448	2	7376	7398	7378
peacockdb	tpch	40	q16	full_table-tp1-full	5	GpuCoalesceBatchesExec	1188085	58316619	1188085	58316619	58316619	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	4	GpuFilterExec	8000000	392800366	1188085	58316619	58316619	2	2546	2545	2548
peacockdb	tpch	40	q16	full_table-tp1-full	3	GpuScanExec	0	0	8000000	392800366	392800366	1	44164	44162	44165
peacockdb	tpch	40	q16	full_table-tp1-full	6	GpuScanExec	0	0	32000000	520000000	520000000	2	55303	55302	55305
peacockdb	tpch	40	q16	full_table-tp1-full	15	GpuSortExec	27840	1366568	27840	1366568	1366568	1	1816	1815	1817
peacockdb	tpch	40	q16	full_table-tp1-full	14	GpuProjectExec	27840	1366568	27840	1366568	1366568	0	116	115	116
peacockdb	tpch	40	q16	full_table-tp1-full	13	GpuAggregateExec	4748971	233101167	27840	1366568	1366568	1	1393	1392	1394
peacockdb	tpch	40	q16	full_table-tp1-full	12	GpuAggregateExec	4749990	233151175	4748971	233101167	233101167	2	3246	3277	3248
peacockdb	tpch	40	q16	full_table-tp1-full	11	GpuCoalesceBatchesExec	4749990	233151175	4749990	233151175	233151175	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	10	GpuHashJoinExec	4752537	233268049	4749990	233151175	233151175	1	1924	1931	1925
peacockdb	tpch	40	q16	full_table-tp1-full	2	GpuCoalesceBatchesExec	197	1601	197	1601	1601	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	1	GpuFilterExec	400000	29891923	197	1601	1601	1	476	475	477
peacockdb	tpch	40	q16	full_table-tp1-full	0	GpuScanExec	0	0	400000	29891923	29891923	2	152942	152937	152944
peacockdb	tpch	40	q16	full_table-tp1-full	9	GpuProjectExec	4752340	233266448	4752340	233266448	233266448	0	272	282	272
peacockdb	tpch	40	q16	full_table-tp1-full	8	GpuCoalesceBatchesExec	4752340	233266448	4752340	233266448	233266448	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	7	GpuHashJoinExec	33188085	578316619	4752340	233266448	233266448	2	7392	7414	7394
peacockdb	tpch	40	q16	full_table-tp1-full	5	GpuCoalesceBatchesExec	1188085	58316619	1188085	58316619	58316619	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	4	GpuFilterExec	8000000	392800366	1188085	58316619	58316619	2	2543	2542	2545
peacockdb	tpch	40	q16	full_table-tp1-full	3	GpuScanExec	0	0	8000000	392800366	392800366	1	44092	44091	44093
peacockdb	tpch	40	q16	full_table-tp1-full	6	GpuScanExec	0	0	32000000	520000000	520000000	2	55462	55460	55464
peacockdb	tpch	40	q16	full_table-tp1-full	15	GpuSortExec	27840	1366568	27840	1366568	1366568	1	1822	1821	1823
peacockdb	tpch	40	q16	full_table-tp1-full	14	GpuProjectExec	27840	1366568	27840	1366568	1366568	0	114	113	114
peacockdb	tpch	40	q16	full_table-tp1-full	13	GpuAggregateExec	4748971	233101167	27840	1366568	1366568	1	1389	1388	1390
peacockdb	tpch	40	q16	full_table-tp1-full	12	GpuAggregateExec	4749990	233151175	4748971	233101167	233101167	2	3250	3281	3252
peacockdb	tpch	40	q16	full_table-tp1-full	11	GpuCoalesceBatchesExec	4749990	233151175	4749990	233151175	233151175	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	10	GpuHashJoinExec	4752537	233268049	4749990	233151175	233151175	1	1931	1937	1932
peacockdb	tpch	40	q16	full_table-tp1-full	2	GpuCoalesceBatchesExec	197	1601	197	1601	1601	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	1	GpuFilterExec	400000	29891923	197	1601	1601	1	464	463	465
peacockdb	tpch	40	q16	full_table-tp1-full	0	GpuScanExec	0	0	400000	29891923	29891923	2	153142	153136	153144
peacockdb	tpch	40	q16	full_table-tp1-full	9	GpuProjectExec	4752340	233266448	4752340	233266448	233266448	0	270	282	270
peacockdb	tpch	40	q16	full_table-tp1-full	8	GpuCoalesceBatchesExec	4752340	233266448	4752340	233266448	233266448	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	7	GpuHashJoinExec	33188085	578316619	4752340	233266448	233266448	2	7368	7390	7370
peacockdb	tpch	40	q16	full_table-tp1-full	5	GpuCoalesceBatchesExec	1188085	58316619	1188085	58316619	58316619	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	4	GpuFilterExec	8000000	392800366	1188085	58316619	58316619	2	2542	2540	2544
peacockdb	tpch	40	q16	full_table-tp1-full	3	GpuScanExec	0	0	8000000	392800366	392800366	1	44010	44009	44011
peacockdb	tpch	40	q16	full_table-tp1-full	6	GpuScanExec	0	0	32000000	520000000	520000000	1	55259	55249	55260
peacockdb	tpch	40	q16	full_table-tp1-full	15	GpuSortExec	27840	1366568	27840	1366568	1366568	1	1825	1824	1826
peacockdb	tpch	40	q16	full_table-tp1-full	14	GpuProjectExec	27840	1366568	27840	1366568	1366568	0	114	113	114
peacockdb	tpch	40	q16	full_table-tp1-full	13	GpuAggregateExec	4748971	233101167	27840	1366568	1366568	1	1381	1380	1382
peacockdb	tpch	40	q16	full_table-tp1-full	12	GpuAggregateExec	4749990	233151175	4748971	233101167	233101167	2	3230	3260	3232
peacockdb	tpch	40	q16	full_table-tp1-full	11	GpuCoalesceBatchesExec	4749990	233151175	4749990	233151175	233151175	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	10	GpuHashJoinExec	4752537	233268049	4749990	233151175	233151175	1	1924	1930	1925
peacockdb	tpch	40	q16	full_table-tp1-full	2	GpuCoalesceBatchesExec	197	1601	197	1601	1601	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	1	GpuFilterExec	400000	29891923	197	1601	1601	1	468	467	469
peacockdb	tpch	40	q16	full_table-tp1-full	0	GpuScanExec	0	0	400000	29891923	29891923	2	153107	153102	153109
peacockdb	tpch	40	q16	full_table-tp1-full	9	GpuProjectExec	4752340	233266448	4752340	233266448	233266448	0	273	285	273
peacockdb	tpch	40	q16	full_table-tp1-full	8	GpuCoalesceBatchesExec	4752340	233266448	4752340	233266448	233266448	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	7	GpuHashJoinExec	33188085	578316619	4752340	233266448	233266448	2	7371	7393	7373
peacockdb	tpch	40	q16	full_table-tp1-full	5	GpuCoalesceBatchesExec	1188085	58316619	1188085	58316619	58316619	0	0	0	0
peacockdb	tpch	40	q16	full_table-tp1-full	4	GpuFilterExec	8000000	392800366	1188085	58316619	58316619	2	2551	2550	2553
peacockdb	tpch	40	q16	full_table-tp1-full	3	GpuScanExec	0	0	8000000	392800366	392800366	2	44140	44139	44142
peacockdb	tpch	40	q16	full_table-tp1-full	6	GpuScanExec	0	0	32000000	520000000	520000000	2	55112	55110	55114
peacockdb	tpch	40	q17	full_table-tp1-full	13	GpuProjectExec	1	17	1	9	9	5	31	40	36
peacockdb	tpch	40	q17	full_table-tp1-full	12	GpuAggregateExec	21630	348784	1	17	17	0	264	263	264
peacockdb	tpch	40	q17	full_table-tp1-full	11	GpuCoalesceBatchesExec	21630	348784	21630	348784	348784	0	0	0	0
peacockdb	tpch	40	q17	full_table-tp1-full	10	GpuHashJoinExec	8242146	203776647	21630	348784	348784	1	2798	2764	2799
peacockdb	tpch	40	q17	full_table-tp1-full	6	GpuProjectExec	242146	9776647	242146	9776647	9776647	0	31	31	31
peacockdb	tpch	40	q17	full_table-tp1-full	5	GpuCoalesceBatchesExec	242146	9776647	242146	9776647	9776647	0	0	0	0
peacockdb	tpch	40	q17	full_table-tp1-full	4	GpuHashJoinExec	240020371	9690561870	242146	9776647	9776647	1	35302	35301	35303
peacockdb	tpch	40	q17	full_table-tp1-full	2	GpuCoalesceBatchesExec	8081	65659	8081	65659	65659	0	0	0	0
peacockdb	tpch	40	q17	full_table-tp1-full	1	GpuFilterExec	8000000	255601447	8081	65659	65659	1	1015	1014	1016
peacockdb	tpch	40	q17	full_table-tp1-full	0	GpuScanExec	0	0	8000000	255601447	255601447	2	42562	42557	42564
peacockdb	tpch	40	q17	full_table-tp1-full	3	GpuScanExec	0	0	240012290	9690496211	9690496211	1	479959	479957	479960
peacockdb	tpch	40	q17	full_table-tp1-full	9	GpuProjectExec	8000000	194000000	8000000	194000000	194000000	0	432	441	432
peacockdb	tpch	40	q17	full_table-tp1-full	8	GpuAggregateExec	240012290	5820298034	8000000	194000000	194000000	2	48655	48687	48657
peacockdb	tpch	40	q17	full_table-tp1-full	7	GpuScanExec	0	0	240012290	5820298034	5820298034	1	290736	290735	290737
peacockdb	tpch	40	q17	full_table-tp1-full	13	GpuProjectExec	1	17	1	9	9	5	33	42	38
peacockdb	tpch	40	q17	full_table-tp1-full	12	GpuAggregateExec	21630	348784	1	17	17	0	270	268	270
peacockdb	tpch	40	q17	full_table-tp1-full	11	GpuCoalesceBatchesExec	21630	348784	21630	348784	348784	0	0	0	0
peacockdb	tpch	40	q17	full_table-tp1-full	10	GpuHashJoinExec	8242146	203776647	21630	348784	348784	1	2814	2779	2815
peacockdb	tpch	40	q17	full_table-tp1-full	6	GpuProjectExec	242146	9776647	242146	9776647	9776647	0	31	30	31
peacockdb	tpch	40	q17	full_table-tp1-full	5	GpuCoalesceBatchesExec	242146	9776647	242146	9776647	9776647	0	0	0	0
peacockdb	tpch	40	q17	full_table-tp1-full	4	GpuHashJoinExec	240020371	9690561870	242146	9776647	9776647	1	35292	35291	35293
peacockdb	tpch	40	q17	full_table-tp1-full	2	GpuCoalesceBatchesExec	8081	65659	8081	65659	65659	0	0	0	0
peacockdb	tpch	40	q17	full_table-tp1-full	1	GpuFilterExec	8000000	255601447	8081	65659	65659	1	1016	1015	1017
peacockdb	tpch	40	q17	full_table-tp1-full	0	GpuScanExec	0	0	8000000	255601447	255601447	2	42743	42738	42745
peacockdb	tpch	40	q17	full_table-tp1-full	3	GpuScanExec	0	0	240012290	9690496211	9690496211	2	479163	479162	479165
peacockdb	tpch	40	q17	full_table-tp1-full	9	GpuProjectExec	8000000	194000000	8000000	194000000	194000000	1	437	446	438
peacockdb	tpch	40	q17	full_table-tp1-full	8	GpuAggregateExec	240012290	5820298034	8000000	194000000	194000000	2	48652	48684	48654
peacockdb	tpch	40	q17	full_table-tp1-full	7	GpuScanExec	0	0	240012290	5820298034	5820298034	2	290910	290909	290912
peacockdb	tpch	40	q17	full_table-tp1-full	13	GpuProjectExec	1	17	1	9	9	5	32	41	37
peacockdb	tpch	40	q17	full_table-tp1-full	12	GpuAggregateExec	21630	348784	1	17	17	1	264	263	265
peacockdb	tpch	40	q17	full_table-tp1-full	11	GpuCoalesceBatchesExec	21630	348784	21630	348784	348784	0	0	0	0
peacockdb	tpch	40	q17	full_table-tp1-full	10	GpuHashJoinExec	8242146	203776647	21630	348784	348784	1	2809	2775	2810
peacockdb	tpch	40	q17	full_table-tp1-full	6	GpuProjectExec	242146	9776647	242146	9776647	9776647	0	31	31	31
peacockdb	tpch	40	q17	full_table-tp1-full	5	GpuCoalesceBatchesExec	242146	9776647	242146	9776647	9776647	0	0	0	0
peacockdb	tpch	40	q17	full_table-tp1-full	4	GpuHashJoinExec	240020371	9690561870	242146	9776647	9776647	1	35321	35320	35322
peacockdb	tpch	40	q17	full_table-tp1-full	2	GpuCoalesceBatchesExec	8081	65659	8081	65659	65659	0	0	0	0
peacockdb	tpch	40	q17	full_table-tp1-full	1	GpuFilterExec	8000000	255601447	8081	65659	65659	2	1023	1022	1025
peacockdb	tpch	40	q17	full_table-tp1-full	0	GpuScanExec	0	0	8000000	255601447	255601447	2	42692	42687	42694
peacockdb	tpch	40	q17	full_table-tp1-full	3	GpuScanExec	0	0	240012290	9690496211	9690496211	1	478881	478880	478882
peacockdb	tpch	40	q17	full_table-tp1-full	9	GpuProjectExec	8000000	194000000	8000000	194000000	194000000	0	440	448	440
peacockdb	tpch	40	q17	full_table-tp1-full	8	GpuAggregateExec	240012290	5820298034	8000000	194000000	194000000	2	48669	48701	48671
peacockdb	tpch	40	q17	full_table-tp1-full	7	GpuScanExec	0	0	240012290	5820298034	5820298034	2	290277	290276	290279
peacockdb	tpch	40	q17	full_table-tp1-full	13	GpuProjectExec	1	17	1	9	9	5	31	40	36
peacockdb	tpch	40	q17	full_table-tp1-full	12	GpuAggregateExec	21630	348784	1	17	17	1	263	262	264
peacockdb	tpch	40	q17	full_table-tp1-full	11	GpuCoalesceBatchesExec	21630	348784	21630	348784	348784	0	0	0	0
peacockdb	tpch	40	q17	full_table-tp1-full	10	GpuHashJoinExec	8242146	203776647	21630	348784	348784	1	2803	2770	2804
peacockdb	tpch	40	q17	full_table-tp1-full	6	GpuProjectExec	242146	9776647	242146	9776647	9776647	0	38	37	38
peacockdb	tpch	40	q17	full_table-tp1-full	5	GpuCoalesceBatchesExec	242146	9776647	242146	9776647	9776647	0	0	0	0
peacockdb	tpch	40	q17	full_table-tp1-full	4	GpuHashJoinExec	240020371	9690561870	242146	9776647	9776647	1	35311	35310	35312
peacockdb	tpch	40	q17	full_table-tp1-full	2	GpuCoalesceBatchesExec	8081	65659	8081	65659	65659	0	0	0	0
peacockdb	tpch	40	q17	full_table-tp1-full	1	GpuFilterExec	8000000	255601447	8081	65659	65659	2	1002	1001	1004
peacockdb	tpch	40	q17	full_table-tp1-full	0	GpuScanExec	0	0	8000000	255601447	255601447	2	42515	42510	42517
peacockdb	tpch	40	q17	full_table-tp1-full	3	GpuScanExec	0	0	240012290	9690496211	9690496211	1	475302	475301	475303
peacockdb	tpch	40	q17	full_table-tp1-full	9	GpuProjectExec	8000000	194000000	8000000	194000000	194000000	1	440	448	441
peacockdb	tpch	40	q17	full_table-tp1-full	8	GpuAggregateExec	240012290	5820298034	8000000	194000000	194000000	2	48683	48716	48685
peacockdb	tpch	40	q17	full_table-tp1-full	7	GpuScanExec	0	0	240012290	5820298034	5820298034	2	290133	290131	290135
peacockdb	tpch	40	q17	full_table-tp1-full	13	GpuProjectExec	1	17	1	9	9	5	31	40	36
peacockdb	tpch	40	q17	full_table-tp1-full	12	GpuAggregateExec	21630	348784	1	17	17	1	265	264	266
peacockdb	tpch	40	q17	full_table-tp1-full	11	GpuCoalesceBatchesExec	21630	348784	21630	348784	348784	0	0	0	0
peacockdb	tpch	40	q17	full_table-tp1-full	10	GpuHashJoinExec	8242146	203776647	21630	348784	348784	1	2796	2763	2797
peacockdb	tpch	40	q17	full_table-tp1-full	6	GpuProjectExec	242146	9776647	242146	9776647	9776647	0	38	38	38
peacockdb	tpch	40	q17	full_table-tp1-full	5	GpuCoalesceBatchesExec	242146	9776647	242146	9776647	9776647	0	0	0	0
peacockdb	tpch	40	q17	full_table-tp1-full	4	GpuHashJoinExec	240020371	9690561870	242146	9776647	9776647	1	35371	35370	35372
peacockdb	tpch	40	q17	full_table-tp1-full	2	GpuCoalesceBatchesExec	8081	65659	8081	65659	65659	0	0	0	0
peacockdb	tpch	40	q17	full_table-tp1-full	1	GpuFilterExec	8000000	255601447	8081	65659	65659	2	1011	1010	1013
peacockdb	tpch	40	q17	full_table-tp1-full	0	GpuScanExec	0	0	8000000	255601447	255601447	2	42449	42443	42451
peacockdb	tpch	40	q17	full_table-tp1-full	3	GpuScanExec	0	0	240012290	9690496211	9690496211	1	474900	474899	474901
peacockdb	tpch	40	q17	full_table-tp1-full	9	GpuProjectExec	8000000	194000000	8000000	194000000	194000000	16	430	454	446
peacockdb	tpch	40	q17	full_table-tp1-full	8	GpuAggregateExec	240012290	5820298034	8000000	194000000	194000000	2	48641	48672	48643
